Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft,Floor_Level,Property_Age,Nearby_Amenities
873.3887598,3,2,Semi-Furnished,Rohini Sector 25,1,7289695.897,Ready_to_move,Resale,Builder_Floor,8346.450324,1st Floor,20+ years,Near Park
770.1388258,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,7511492.596,Ready_to_move,New_Property,Builder_Floor,9753.426713,3rd Floor,0-5 years,Near Hospital
561.5135801,2,2,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1,3184524.795,Ready_to_move,New_Property,Apartment,5671.322846,1st Floor,10-20 years,Near Metro
1053.662928,2,2,Semi-Furnished,Vasant Kunj,1,14438501.33,Ready_to_move,Resale,Apartment,13703.15017,Ground Floor,10-20 years,None
1905.898545,4,4,Unfurnished,Punjabi Bagh West,2,44435768.38,Almost_ready,New_Property,Builder_Floor,23314.86558,1st Floor,0-5 years,Near Park
1406.781824,3,3,Semi-Furnished,Lajpat Nagar 2,2,27973530.61,Ready_to_move,New_Property,Builder_Floor,19884.7683,3rd Floor,0-5 years,Near Park
991.5412526,2,2,Semi-Furnished,"Sultanpur carpet area 1100 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Main Road car parking 1 Covered bathroom 2 balcony 2 ownership Freehold 2 bhk flat available in sultanpur, near metro station, loan facility available, with registry, all the modern facilities are variable, with car parking, near market, fully ventilated. read more Contact Agent View Phone No. Share Feedback Agent Delhi Dream 3500+ Buyers Served",1,2658441.458,Ready_to_move,Resale,Builder_Floor,2681.120379,Ground Floor,10-20 years,None
1235.54637,3,3,Semi-Furnished,Rohini Sector 14,1,24020234.25,Ready_to_move,Resale,Apartment,19440.98161,3rd Floor,0-5 years,Near Hospital
964.6322672,4,2,Furnished,Laxmi Nagar,1,6173595.061,Ready_to_move,Resale,Builder_Floor,6399.946664,2nd Floor,5-10 years,Near Park
1018.836132,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,13136929.92,Ready_to_move,Resale,Apartment,12894.05578,Penthouse,5-10 years,None
366.1334742,1,1,Unfurnished,"Paschimpuri, Paschim Vihar",1,3336674.851,Ready_to_move,Resale,Apartment,9113.27449,3rd Floor,10-20 years,None
543.6746053,2,2,Semi-Furnished,Rohini Sector 24,1,4592319.221,Ready_to_move,Resale,Builder_Floor,8446.815753,3rd Floor,10-20 years,Near Mall
886.8605238,2,2,Semi-Furnished,Vasundhara Enclave,,8272343.792,Ready_to_move,Resale,Apartment,9327.67168,Ground Floor,10-20 years,Near Hospital
1591.237037,3,4,Semi-Furnished,Hauz Khas,2,28500037.18,Ready_to_move,Resale,Builder_Floor,17910.61704,3rd Floor,10-20 years,None
918.8929824,2,2,Semi-Furnished,"Aravali Apartments, Alaknanda",2,16378559.96,Ready_to_move,Resale,Apartment,17824.23011,1st Floor,5-10 years,Near Metro
2144.726279,3,3,Semi-Furnished,"Punjabi Bagh Enclave, Shivaji Park, Punjabi Bagh",1,22765093.16,Ready_to_move,Resale,Builder_Floor,10614.45154,2nd Floor,20+ years,None
881.7055945,3,2,Furnished,"Uttam Nagar Floors, Uttam Nagar",1,3936808.391,Ready_to_move,New_Property,Apartment,4464.99196,Ground Floor,5-10 years,Near Mall
957.0122795,3,2,Semi-Furnished,"Manglapuri, Sultanpur",1,9003240.155,Ready_to_move,Resale,Builder_Floor,9407.653745,3rd Floor,20+ years,Near Metro
2245.346343,4,4,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh West",2,53855485.45,Ready_to_move,New_Property,Builder_Floor,23985.38008,2nd Floor,10-20 years,Near Metro
17496.50698,3,3,Semi-Furnished,Punjabi Bagh West,2,23144108.84,Ready_to_move,Resale,Builder_Floor,1322.784535,1st Floor,5-10 years,Near Metro
366.8017983,1,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2,1822121.593,Ready_to_move,New_Property,Builder_Floor,4967.591765,2nd Floor,0-5 years,None
729.9909079,2,2,Semi-Furnished,Sultanpur,1,4810213.923,Almost_ready,Resale,Builder_Floor,6589.416212,1st Floor,10-20 years,Near Hospital
945.7398242,2,2,Unfurnished,Chittaranjan Park Block A,1,11355352.19,Ready_to_move,Resale,Builder_Floor,12006.84575,Ground Floor,5-10 years,Near Park
885.3701285,3,2,Semi-Furnished,Rohini Sector 23,1,7053462.364,Ready_to_move,New_Property,Builder_Floor,7966.68211,3rd Floor,5-10 years,None
455.8328018,2,2,Unfurnished,Shahdara,1,2633292.422,Ready_to_move,Resale,Apartment,5776.882251,2nd Floor,0-5 years,Near Metro
956.8913787,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",2,13469643.42,Ready_to_move,Resale,Apartment,14076.46021,3rd Floor,0-5 years,Near Park
932.5844667,2,2,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,12148652.6,Ready_to_move,Resale,Apartment,13026.8657,2nd Floor,20+ years,Near Mall
248.0616738,1,1,Unfurnished,Narela,1,1835616.88,Ready_to_move,Resale,Apartment,7399.84074,3rd Floor,5-10 years,Near Mall
2628.886752,4,5,Semi-Furnished,Chittaranjan Park,3,58398997.38,Ready_to_move,New_Property,Builder_Floor,22214.34504,3rd Floor,0-5 years,Near Hospital
1389.344157,3,2,Unfurnished,Sheikh Sarai Phase 1,1,25140820.12,Ready_to_move,Resale,Apartment,18095.45892,Penthouse,20+ years,Near Park
2009.372133,4,4,Unfurnished,Safdarjung Enclave,2,71034573.4,Ready_to_move,New_Property,Builder_Floor,35351.62662,1st Floor,10-20 years,Near Metro
2809.209893,4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",4,59493200.39,Ready_to_move,New_Property,Builder_Floor,21177.91218,Ground Floor,10-20 years,None
1823.588079,4,4,Semi-Furnished,Chhattarpur Enclave Phase2,1,8694722.393,Ready_to_move,New_Property,Builder_Floor,4767.920176,2nd Floor,10-20 years,Near Mall
991.2081253,3,2,Semi-Furnished,"Panchsheel Vihar, Sheikh Sarai",1,6060181.398,Ready_to_move,New_Property,Builder_Floor,6113.934343,3rd Floor,20+ years,Near Metro
1607.249641,3,3,Semi-Furnished,Greater Kailash 1,1,32392739.77,Ready_to_move,New_Property,Builder_Floor,20154.14342,3rd Floor,5-10 years,Near Hospital
1025.58337,3,2,Furnished,"Mitya Homes, Dwarka Mor",1,5652817.399,Ready_to_move,New_Property,Builder_Floor,5511.806806,Ground Floor,20+ years,Near Park
887.3047673,3,2,Semi-Furnished,"Aravali Tower, Chhattarpur",1,5477905.665,Ready_to_move,New_Property,Builder_Floor,6173.646155,1st Floor,0-5 years,Near Park
4572.077481,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",1,71660243.3,Ready_to_move,New_Property,Builder_Floor,15673.45339,Ground Floor,10-20 years,None
541.2494384,2,1,Furnished,Dilshad Garden,1,5443521.44,Ready_to_move,Resale,Apartment,10057.32487,2nd Floor,5-10 years,Near Park
1258.669093,4,3,Semi-Furnished,"SB Residency, Dwarka Mor",1,6318449.026,Ready_to_move,New_Property,Builder_Floor,5019.944528,Ground Floor,5-10 years,None
1334.085731,3,3,Semi-Furnished,Lajpat Nagar 3,1,22599713.15,Ready_to_move,Resale,Builder_Floor,16940.22553,Penthouse,0-5 years,None
2496.74459,4,4,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2,52552538.68,Ready_to_move,Resale,Apartment,21048.42397,Penthouse,10-20 years,Near Park
740.6854069,2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,6037743.106,Ready_to_move,New_Property,Builder_Floor,8151.56212,2nd Floor,10-20 years,Near Park
2708.850913,4,4,Unfurnished,"The Amaryllis, Karol Bagh",2,47080934.43,Almost_ready,Resale,Apartment,17380.40813,3rd Floor,20+ years,Near Park
526.661604,2,2,Semi-Furnished,Uttam Nagar,1,2438165.183,Ready_to_move,New_Property,Builder_Floor,4629.472065,2nd Floor,5-10 years,None
1046.141306,2,2,Semi-Furnished,Chittaranjan Park,1,6782900.85,Ready_to_move,Resale,Apartment,6483.732943,Ground Floor,20+ years,Near Mall
1024.129715,2,2,Furnished,"Citizen Apartment, Rohini Sector 13",1,15869524.74,Ready_to_move,Resale,Apartment,15495.61984,Penthouse,5-10 years,Near Hospital
3009.161529,4,4,Semi-Furnished,"Sukhdev Vihar, Okhla",1,31097550.08,Ready_to_move,Resale,Apartment,10334.29072,Ground Floor,5-10 years,None
1484.39322,3,2,Semi-Furnished,Sheikh Sarai Phase 1,2,20765275.98,Ready_to_move,Resale,Apartment,13989.06685,1st Floor,0-5 years,Near Hospital
1008.846515,2,2,Semi-Furnished,Vasundhara Enclave,1,9771510.438,Ready_to_move,Resale,Apartment,9685.824642,1st Floor,10-20 years,None
2376.04133,3,3,Semi-Furnished,"Maharani Bagh, New Friends Colony",2,45655475.89,Ready_to_move,Resale,Apartment,19214.93339,Penthouse,0-5 years,Near Hospital
677.319477,4,2,Furnished,"Yamuna Vihar, Shahdara",2,9201790.275,Ready_to_move,Resale,Builder_Floor,13585.59821,2nd Floor,20+ years,Near Hospital
1391.588679,2,2,Semi-Furnished,"Yamuna Apartment, Alaknanda",1,16437962.25,Ready_to_move,Resale,Apartment,11812.37136,1st Floor,10-20 years,Near Hospital
4223.74331,5,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,127167628.8,Almost_ready,New_Property,Apartment,30107.80237,Penthouse,10-20 years,Near Mall
1029.311892,4,3,Semi-Furnished,Rohini Sector 16,1,16840853.44,Ready_to_move,New_Property,Builder_Floor,16361.27357,Ground Floor,20+ years,None
1620.658242,3,4,Unfurnished,Sheikh Sarai Phase 1,1,20610343.59,Ready_to_move,Resale,Apartment,12717.26701,3rd Floor,5-10 years,None
738.9539029,3,2,Unfurnished,"DDA Lig Flats, Paschim Vihar",1,6874432.204,Ready_to_move,Resale,Apartment,9302.924279,2nd Floor,10-20 years,Near Mall
733.2873595,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4522910.764,Ready_to_move,New_Property,Apartment,6167.992268,1st Floor,5-10 years,None
1378.823227,1,,Unfurnished,Lajpat Nagar 2,,12283616.42,Ready_to_move,Resale,Apartment,8908.768127,3rd Floor,0-5 years,None
4523.229679,4,5,Semi-Furnished,"Hauz Khas Enclave, Hauz Khas",2,88294192.71,Ready_to_move,New_Property,Builder_Floor,19520.16567,Ground Floor,10-20 years,Near Hospital
1291.082716,3,3,Semi-Furnished,Kalkaji,2,22129581.68,Ready_to_move,Resale,Builder_Floor,17140.32836,2nd Floor,20+ years,Near Park
2241.569052,3,3,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,45319531.09,Ready_to_move,Resale,Apartment,20217.77159,2nd Floor,5-10 years,Near Mall
1826.778061,3,4,Unfurnished,"Sarva Priya Apartment, Hauz Khas",1,38293511.93,Almost_ready,New_Property,Apartment,20962.32309,1st Floor,5-10 years,Near Metro
2560.859039,4,5,Semi-Furnished,"Project Commonwealth Games Village 2010, Akshardham Temple",3,42008761.18,Ready_to_move,Resale,Apartment,16404.16772,1st Floor,0-5 years,Near Hospital
1588.459808,3,3,Unfurnished,"New Manglapuri, Sultanpur",1,9729157.502,Ready_to_move,Resale,Builder_Floor,6124.900014,Penthouse,0-5 years,Near Park
859.2317789,2,2,Unfurnished,Lajpat Nagar 2,1,14471378.24,Ready_to_move,New_Property,Builder_Floor,16842.22883,Ground Floor,10-20 years,Near Metro
1138.60226,3,3,Semi-Furnished,Rohini Sector 14,1,23640342.42,Ready_to_move,Resale,Apartment,20762.59925,Ground Floor,5-10 years,Near Mall
2607.656597,6,4,Semi-Furnished,"Taimoor Enclave, New Friends Colony carpet area 2800 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park society Taimoor Enclave car parking 2 Covered, 1 Open bathroom 4 balcony 2 ownership Freehold Two floor of the house is available for sale SECOND AND THIRD FLOOR EXTRA made, provision for LIFT can be provided by the OWNER .DDA FLATS of TAIMOOR ENCLAVE, NEAR GURUDWARA, NEW FRIENDS COLONY, SOUTH DELHI , HOUSE IS ON THE SECOND FLOOR have 3 bed room and 2 wash room and and same on the Third Floor, URGENT SALE, BROKER EXCUSE. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes 100+ Buyers Served",2,29273261.57,Ready_to_move,Resale,Apartment,11225.88826,2nd Floor,0-5 years,None
1234.630649,3,3,Unfurnished,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",2,18260358,Ready_to_move,Resale,Apartment,14790.13826,Penthouse,0-5 years,Near Metro
798.2023521,2,2,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,1,8972714.218,Ready_to_move,Resale,Builder_Floor,11241.15231,1st Floor,5-10 years,Near Park
27.96512685,2,2,Furnished,Rohini Sector 25,1,5346065.26,Ready_to_move,New_Property,Apartment,191168.9974,Penthouse,0-5 years,Near Mall
2907.356472,7,4,Furnished,"Yamuna Vihar, Shahdara",1,27907880.19,Ready_to_move,Resale,Builder_Floor,9599.056898,2nd Floor,5-10 years,None
2254.069369,4,3,Furnished,"Yamuna Vihar, Shahdara",1,24965466.23,Ready_to_move,Resale,Builder_Floor,11075.73111,Penthouse,20+ years,None
2126.419385,3,3,Furnished,"Mianwali Nagar, Paschim Vihar",2,31973665.87,Ready_to_move,New_Property,Builder_Floor,15036.38751,1st Floor,5-10 years,None
1099.112594,3,3,Semi-Furnished,"Sukhdev Vihar, Okhla",2,13617617.16,Ready_to_move,Resale,Apartment,12389.64709,Penthouse,0-5 years,Near Metro
840.5877842,3,2,Semi-Furnished,Laxmi Nagar,1,4432946.454,Ready_to_move,New_Property,Builder_Floor,5273.627023,Ground Floor,0-5 years,Near Hospital
1530.622265,3,2,Furnished,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",1,15306216.25,Ready_to_move,Resale,Apartment,9999.995823,Ground Floor,5-10 years,Near Hospital
744.4033423,2,2,Semi-Furnished,"Govindpuri Extension, Kalkaji",1,4155473.051,Ready_to_move,New_Property,Builder_Floor,5582.286934,Ground Floor,20+ years,Near Hospital
2480.57902,4,3,Furnished,"Sadbhawna CGHS, Aashirwaad Chowk, Dwarka",1,26615727.51,Ready_to_move,Resale,Apartment,10729.64308,Ground Floor,0-5 years,Near Park
1644.233883,3,3,Semi-Furnished,Chittaranjan Park,2,51172749.76,Ready_to_move,New_Property,Builder_Floor,31122.54911,2nd Floor,0-5 years,Near Hospital
1151.309473,2,2,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1,7939608.677,Ready_to_move,Resale,Apartment,6896.155083,Ground Floor,20+ years,Near Park
1322.831484,3,3,Semi-Furnished,"Pawittra Apartment, Vasundhara Enclave",1,14917937.08,Ready_to_move,Resale,Apartment,11277.27701,2nd Floor,20+ years,Near Mall
1449.110013,3,3,Unfurnished,Punjabi Bagh East,1,25058901.57,Ready_to_move,Resale,Apartment,17292.61501,2nd Floor,20+ years,None
1398.412656,3,2,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,17640729.36,Ready_to_move,Resale,Apartment,12614.82387,1st Floor,20+ years,Near Park
1376.081502,3,2,Semi-Furnished,"Beadon Pura, Karol Bagh How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 148 sqyrd status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished bathroom 2 balcony 3 ownership Freehold Contact Now Enquire Now Auction By Bank",1,6372790.187,Ready_to_move,Resale,Builder_Floor,4631.113913,Penthouse,0-5 years,Near Hospital
1371.692244,3,3,Unfurnished,Alaknanda,1,19471965.07,Ready_to_move,Resale,Apartment,14195.5786,2nd Floor,0-5 years,None
544.32838,1,1,Furnished,Shahdara,1,2024556.662,Ready_to_move,Resale,Builder_Floor,3719.366353,Ground Floor,10-20 years,None
780.3812211,2,2,Semi-Furnished,"Abul Fazal Enclave Part-II, Okhla",1,4068638.923,Ready_to_move,Resale,Builder_Floor,5213.655599,Ground Floor,10-20 years,Near Park
933.3807051,2,2,Semi-Furnished,Lajpat Nagar 2,1,17205622.32,Ready_to_move,New_Property,Builder_Floor,18433.65974,1st Floor,20+ years,Near Park
452.0820157,2,1,Semi-Furnished,Laxmi Nagar,1,3447184.819,Ready_to_move,Resale,Builder_Floor,7625.131502,3rd Floor,20+ years,Near Mall
106.7337775,3,2,Furnished,Budh Vihar Phase 1,1,3957546.702,Ready_to_move,New_Property,Builder_Floor,37078.67178,1st Floor,20+ years,Near Mall
195.55163,1,1,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,6333653.081,Ready_to_move,Resale,Apartment,32388.64887,1st Floor,5-10 years,None
489.4563331,2,1,Unfurnished,"Lalita Park, Laxmi Nagar",2,2609676.067,Ready_to_move,Resale,Apartment,5331.785271,3rd Floor,10-20 years,Near Mall
1666.271271,3,3,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2,38978322.05,Ready_to_move,Resale,Apartment,23392.54282,Ground Floor,5-10 years,Near Hospital
1338.095524,3,3,Unfurnished,"Punjabi Bagh Extension, Punjabi Bagh",2,25521905.42,Ready_to_move,Resale,Builder_Floor,19073.30602,Penthouse,20+ years,Near Park
1285.939458,3,2,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,16348840.64,Ready_to_move,Resale,Apartment,12713.53836,Ground Floor,20+ years,Near Mall
2251.332929,3,3,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,61848366.85,Almost_ready,New_Property,Apartment,27471.88834,3rd Floor,10-20 years,None
709.4218232,3,2,Semi-Furnished,Dwarka Mor,1,3109874.685,Ready_to_move,New_Property,Builder_Floor,4383.674964,2nd Floor,0-5 years,Near Park
980.4011773,2,2,Semi-Furnished,"DDA Flats Pocket 1 Sector A9, Narela",2,3798293.745,Ready_to_move,Resale,Apartment,3874.223974,Penthouse,5-10 years,Near Mall
2415.643492,3,3,Furnished,Punjabi Bagh West,4,33038433.26,Ready_to_move,Resale,Apartment,13676.86638,2nd Floor,20+ years,Near Metro
1550.857216,3,3,Semi-Furnished,"Abhimanyu Apartments, Vasundhara Enclave",1,12636500.7,Ready_to_move,Resale,Apartment,8148.074868,3rd Floor,0-5 years,Near Mall
1406.822539,2,2,Semi-Furnished,Alaknanda,2,12740764.55,Ready_to_move,Resale,Apartment,9056.412017,1st Floor,0-5 years,Near Metro
749.2630878,3,2,Unfurnished,Patel Nagar West,1,7962461.936,Ready_to_move,Resale,Builder_Floor,10627.05753,2nd Floor,5-10 years,None
429.5953611,1,2,Unfurnished,Laxmi Nagar,1,2687913.957,Ready_to_move,Resale,Builder_Floor,6256.850517,Penthouse,20+ years,None
941.5294282,2,2,Unfurnished,Lajpat Nagar 2,1,14153730.15,Ready_to_move,New_Property,Builder_Floor,15032.70076,3rd Floor,5-10 years,Near Hospital
2103.678189,4,4,Furnished,Rohini Sector 19,1,21140171.85,Ready_to_move,New_Property,Builder_Floor,10049.14723,3rd Floor,10-20 years,Near Mall
1271.417586,2,3,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3,28190689.51,Ready_to_move,Resale,Apartment,22172.64401,Ground Floor,0-5 years,Near Park
812.3954096,2,2,Unfurnished,Lajpat Nagar 1,1,14980930.66,Ready_to_move,New_Property,Builder_Floor,18440.44228,2nd Floor,5-10 years,Near Metro
978.6256494,2,2,Semi-Furnished,"Saptrishi Apartment, Rohini Sector 23",1,8285406.464,Ready_to_move,Resale,Apartment,8466.369617,2nd Floor,0-5 years,Near Park
858.0894294,3,2,Unfurnished,Mahavir Enclave Part 1,1,5009717.235,Ready_to_move,Resale,Builder_Floor,5838.222758,3rd Floor,20+ years,Near Mall
1282.898025,3,2,Semi-Furnished,"Shivalik Apartments, Alaknanda",2,28364016.13,Ready_to_move,Resale,Builder_Floor,22109.33026,Ground Floor,20+ years,None
2606.657657,4,5,Semi-Furnished,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",3,56358105.22,Ready_to_move,New_Property,Builder_Floor,21620.83121,Penthouse,20+ years,None
2905.376621,4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",4,63555736.15,Ready_to_move,New_Property,Builder_Floor,21875.21428,3rd Floor,5-10 years,Near Park
730.50892,2,1,Furnished,"Yamuna Vihar, Shahdara",2,17315350.06,Ready_to_move,New_Property,Builder_Floor,23703.13296,2nd Floor,0-5 years,Near Park
1373.04511,3,3,Unfurnished,"New Moti Nagar, Kirti Nagar",2,18554892.54,Ready_to_move,Resale,Apartment,13513.68022,2nd Floor,5-10 years,Near Hospital
1035.510057,2,2,Semi-Furnished,"Navbharat Apartment, Paschim Vihar Block B1",2,12684639.08,Ready_to_move,Resale,Apartment,12249.6532,2nd Floor,10-20 years,Near Mall
1027.300562,3,2,Semi-Furnished,Mahavir Enclave Part 1,1,5755336.925,Ready_to_move,Resale,Builder_Floor,5602.388569,Ground Floor,0-5 years,Near Mall
1250.541963,3,3,Unfurnished,"Kailash Colony, Greater Kailash",2,24708476.6,Ready_to_move,New_Property,Builder_Floor,19758.2147,Penthouse,10-20 years,Near Hospital
570.4922309,2,2,Semi-Furnished,Mahavir Enclave Part 1,1,3208061.863,Ready_to_move,Resale,Builder_Floor,5623.322615,2nd Floor,20+ years,None
35.83223968,3,2,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",2,4880104.074,Ready_to_move,Resale,Apartment,136193.1076,Penthouse,0-5 years,Near Park
777.9828067,6,5,Furnished,"Yamuna Vihar, Shahdara",1,22773732.41,Ready_to_move,Resale,Builder_Floor,29272.79654,Penthouse,0-5 years,Near Metro
2041.121387,3,4,Semi-Furnished,Chittaranjan Park,2,26624861.32,Ready_to_move,New_Property,Builder_Floor,13044.2322,2nd Floor,10-20 years,Near Metro
648.3047333,2,2,Semi-Furnished,Mahavir Enclave,1,2857143.559,Ready_to_move,New_Property,Apartment,4407.099644,Penthouse,20+ years,Near Park
1368.501571,4,4,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1,5915364.72,Ready_to_move,New_Property,Apartment,4322.512187,2nd Floor,10-20 years,Near Metro
2601.420948,4,4,Unfurnished,New Friends Colony,1,61704174.67,Ready_to_move,Resale,Builder_Floor,23719.41178,2nd Floor,5-10 years,Near Hospital
2307.995305,3,4,Semi-Furnished,Saket,2,25610850.93,Ready_to_move,Resale,Builder_Floor,11096.57844,1st Floor,5-10 years,Near Mall
1484.714915,3,3,Semi-Furnished,"Karuna Vihar Apartment, Dwarka",2,17314549.33,Ready_to_move,Resale,Apartment,11661.86798,3rd Floor,10-20 years,None
1822.969161,4,4,Semi-Furnished,"The Amaryllis, Karol Bagh",1,40973790.58,Almost_ready,New_Property,Apartment,22476.40359,2nd Floor,10-20 years,Near Hospital
3637.828264,4,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,90568461.54,Almost_ready,New_Property,Apartment,24896.29938,3rd Floor,10-20 years,Near Hospital
895.7714456,2,2,Unfurnished,Lajpat Nagar 2,1,13707667.37,Ready_to_move,New_Property,Builder_Floor,15302.63934,3rd Floor,10-20 years,Near Mall
824.5392129,3,2,Semi-Furnished,"Ram Nagar Extension, Shahdara",1,6386634.412,Almost_ready,New_Property,Builder_Floor,7745.70125,Ground Floor,5-10 years,Near Mall
1196.100584,3,3,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1,6187737.605,Ready_to_move,New_Property,Builder_Floor,5173.258575,Ground Floor,5-10 years,Near Park
1869.297597,3,3,Furnished,"Gold Croft Apartment, Aashirwaad Chowk, Dwarka",1,22991563.88,Ready_to_move,Resale,Apartment,12299.57387,1st Floor,10-20 years,Near Mall
1092.089643,2,2,Furnished,Lajpat Nagar 3,1,18668332.84,Ready_to_move,Resale,Apartment,17094.13962,1st Floor,20+ years,Near Metro
1553.227226,3,3,Unfurnished,Lajpat Nagar 3,1,26532420.42,Ready_to_move,Resale,Builder_Floor,17082.12422,Penthouse,20+ years,None
1694.455233,4,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,12590042.07,Ready_to_move,New_Property,Apartment,7430.141455,1st Floor,0-5 years,Near Mall
1465.616347,3,2,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1,18151713.21,Ready_to_move,Resale,Apartment,12385.03735,1st Floor,5-10 years,None
4864.019737,5,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,130397391.6,Almost_ready,New_Property,Apartment,26808.56549,Penthouse,20+ years,Near Mall
2593.249897,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",,71344997.68,Ready_to_move,New_Property,Builder_Floor,27511.8097,Penthouse,5-10 years,Near Mall
1466.580116,3,2,Semi-Furnished,Vasant Kunj,2,25437198.44,Ready_to_move,New_Property,Apartment,17344.56793,1st Floor,20+ years,Near Metro
452.4099601,2,1,Semi-Furnished,Uttam Nagar West,1,1679817.676,Ready_to_move,New_Property,Builder_Floor,3713.043091,Penthouse,10-20 years,None
1285.669252,2,2,Semi-Furnished,"Yamuna Apartment, Alaknanda",1,14282174.39,Ready_to_move,Resale,Apartment,11108.74696,3rd Floor,20+ years,Near Metro
1003.731147,2,2,Unfurnished,Laxmi Nagar,1,4838532.877,Ready_to_move,New_Property,Apartment,4820.546708,2nd Floor,5-10 years,None
1448.362258,3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,27877175.44,Ready_to_move,New_Property,Builder_Floor,19247.37772,1st Floor,20+ years,Near Mall
1712.197071,3,3,Unfurnished,Lajpat Nagar 3,1,32147876.62,Ready_to_move,New_Property,Builder_Floor,18775.804,3rd Floor,20+ years,Near Metro
1277.488942,2,1,Semi-Furnished,Sheikh Sarai Phase 1,2,15819998.8,Ready_to_move,Resale,Apartment,12383.6679,3rd Floor,20+ years,Near Hospital
2131.232741,4,3,Semi-Furnished,Saket,1,24963814.21,Ready_to_move,Resale,Apartment,11713.32146,3rd Floor,20+ years,Near Park
2249.212829,3,3,Semi-Furnished,Punjabi Bagh West,2,20549715.97,Ready_to_move,Resale,Apartment,9136.403504,3rd Floor,5-10 years,Near Mall
816.0282829,2,1,Furnished,Budh Vihar,1,9956352.046,Ready_to_move,Resale,Apartment,12200.98893,Penthouse,20+ years,Near Mall
842.5620058,3,2,Semi-Furnished,Laxmi Nagar,1,9347210.596,Ready_to_move,Resale,Builder_Floor,11093.79551,3rd Floor,0-5 years,Near Hospital
366.4169302,1,1,Semi-Furnished,Karol Bagh,1,5206508.938,Ready_to_move,Resale,Builder_Floor,14209.24774,2nd Floor,5-10 years,None
1595.621006,3,3,Semi-Furnished,Lajpat Nagar 3,1,23317183.37,Ready_to_move,Resale,Builder_Floor,14613.23414,2nd Floor,20+ years,Near Hospital
1784.158265,3,3,Semi-Furnished,"Dilshad Colony, Dilshad Garden",1,13861931.93,Ready_to_move,New_Property,Builder_Floor,7769.45196,Penthouse,10-20 years,Near Mall
1368.088246,3,2,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,5010148.305,Ready_to_move,New_Property,Apartment,3662.152877,1st Floor,0-5 years,Near Park
1735.228479,3,3,Semi-Furnished,"Saket Court Residential Complex, Saket",2,22731625.07,Ready_to_move,Resale,Apartment,13100.07607,Ground Floor,10-20 years,None
698.819989,2,2,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1,3581906.947,Ready_to_move,Resale,Apartment,5125.650386,Ground Floor,20+ years,Near Hospital
837.5651286,3,3,Semi-Furnished,Chittaranjan Park,3,18013727.37,Ready_to_move,New_Property,Builder_Floor,21507.25568,Ground Floor,20+ years,Near Mall
